Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
G2,4/10/2026,9:25 AM,4/10/2026,10:10 AM,,,,
Morning Meeting,4/10/2026,10:10 AM,4/10/2026,10:30 AM,,,,
G3,4/10/2026,10:30 AM,4/10/2026,11:15 AM,,,,
G4,4/10/2026,11:15 AM,4/10/2026,12:00 PM,,,,
G5,4/10/2026,12:00 PM,4/10/2026,12:45 PM,,,,
G6,4/10/2026,12:45 PM,4/10/2026,1:30 PM,,,,
A1,4/13/2026,8:10 AM,4/13/2026,8:55 AM,,,,
A2,4/13/2026,8:55 AM,4/13/2026,9:40 AM,,,,
Advisory,4/13/2026,9:40 AM,4/13/2026,10:00 AM,,,,
A3,4/13/2026,10:00 AM,4/13/2026,10:45 AM,,,,
A4,4/13/2026,10:45 AM,4/13/2026,11:30 AM,,,,
A5,4/13/2026,11:30 AM,4/13/2026,12:15 PM,,,,
A6,4/13/2026,12:15 PM,4/13/2026,1:00 PM,,,,
Break,4/13/2026,1:00 PM,4/13/2026,1:30 PM,,,,
A7,4/13/2026,1:30 PM,4/13/2026,2:15 PM,,,,
A8,4/13/2026,2:15 PM,4/13/2026,3:00 PM,,,,
B1,4/14/2026,8:10 AM,4/14/2026,8:55 AM,,,,
B2,4/14/2026,8:55 AM,4/14/2026,9:40 AM,,,,
Break,4/14/2026,9:40 AM,4/14/2026,10:00 AM,,,,
B3,4/14/2026,10:00 AM,4/14/2026,10:45 AM,,,,
B4,4/14/2026,10:45 AM,4/14/2026,11:30 AM,,,,
B5,4/14/2026,11:30 AM,4/14/2026,12:15 PM,,,,
B6,4/14/2026,12:15 PM,4/14/2026,1:00 PM,,,,
B7,4/14/2026,1:00 PM,4/14/2026,1:45 PM,,,,
B8,4/14/2026,1:45 PM,4/14/2026,2:30 PM,,,,
C1,4/15/2026,8:10 AM,4/15/2026,8:55 AM,,,,
C2,4/15/2026,8:55 AM,4/15/2026,9:40 AM,,,,
Morning Meeting,4/15/2026,9:40 AM,4/15/2026,10:00 AM,,,,
C3,4/15/2026,10:00 AM,4/15/2026,10:45 AM,,,,
C4,4/15/2026,10:45 AM,4/15/2026,11:30 AM,,,,
C5,4/15/2026,11:30 AM,4/15/2026,12:15 PM,,,,
C6,4/15/2026,12:15 PM,4/15/2026,1:00 PM,,,,
Break,4/15/2026,1:00 PM,4/15/2026,1:30 PM,,,,
C7,4/15/2026,1:30 PM,4/15/2026,2:15 PM,,,,
C8,4/15/2026,2:15 PM,4/15/2026,3:00 PM,,,,
D1,4/16/2026,8:40 AM,4/16/2026,9:25 AM,,,,
D2,4/16/2026,9:25 AM,4/16/2026,10:10 AM,,,,
Advisory,4/16/2026,10:10 AM,4/16/2026,10:30 AM,,,,
D3,4/16/2026,10:30 AM,4/16/2026,11:15 AM,,,,
D4,4/16/2026,11:15 AM,4/16/2026,12:00 PM,,,,
D5,4/16/2026,12:00 PM,4/16/2026,12:45 PM,,,,
D6,4/16/2026,12:45 PM,4/16/2026,1:30 PM,,,,
D7,4/16/2026,1:30 PM,4/16/2026,2:15 PM,,,,
D8,4/16/2026,2:15 PM,4/16/2026,3:00 PM,,,,
E1,4/17/2026,8:10 AM,4/17/2026,8:55 AM,,,,
E2,4/17/2026,8:55 AM,4/17/2026,9:40 AM,,,,
Morning Meeting,4/17/2026,9:40 AM,4/17/2026,10:00 AM,,,,
E3,4/17/2026,10:00 AM,4/17/2026,10:45 AM,,,,
E4,4/17/2026,10:45 AM,4/17/2026,11:30 AM,,,,
E5,4/17/2026,11:30 AM,4/17/2026,12:15 PM,,,,
E6,4/17/2026,12:15 PM,4/17/2026,1:00 PM,,,,
Break,4/17/2026,1:00 PM,4/17/2026,1:30 PM,,,,
E7,4/17/2026,1:30 PM,4/17/2026,2:15 PM,,,,
E8,4/17/2026,2:15 PM,4/17/2026,3:00 PM,,,,
F1,4/20/2026,8:10 AM,4/20/2026,8:55 AM,,,,
F2,4/20/2026,8:55 AM,4/20/2026,9:40 AM,,,,
Advisory,4/20/2026,9:40 AM,4/20/2026,10:00 AM,,,,
F3,4/20/2026,10:00 AM,4/20/2026,10:45 AM,,,,
F4,4/20/2026,10:45 AM,4/20/2026,11:30 AM,,,,
F5,4/20/2026,11:30 AM,4/20/2026,12:15 PM,,,,
F6,4/20/2026,12:15 PM,4/20/2026,1:00 PM,,,,
ASM,4/20/2026,1:00 PM,4/20/2026,1:45 PM,,Orchestra Performance,,
F7,4/20/2026,1:45 PM,4/20/2026,2:30 PM,,,,
F8,4/20/2026,2:30 PM,4/20/2026,3:15 PM,,,,
G1,4/21/2026,8:40 AM,4/21/2026,9:25 AM,,,,
G2,4/21/2026,9:25 AM,4/21/2026,10:10 AM,,,,
Break,4/21/2026,10:10 AM,4/21/2026,10:30 AM,,,,
G3,4/21/2026,10:30 AM,4/21/2026,11:15 AM,,,,
G4,4/21/2026,11:15 AM,4/21/2026,12:00 PM,,,,
G5,4/21/2026,12:00 PM,4/21/2026,12:45 PM,,,,
G6,4/21/2026,12:45 PM,4/21/2026,1:30 PM,,,,
A1,4/22/2026,8:10 AM,4/22/2026,8:55 AM,,,,
A2,4/22/2026,8:55 AM,4/22/2026,9:40 AM,,,,
Morning Meeting,4/22/2026,9:40 AM,4/22/2026,10:00 AM,,,,
A3,4/22/2026,10:00 AM,4/22/2026,10:45 AM,,,,
A4,4/22/2026,10:45 AM,4/22/2026,11:30 AM,,,,
A5,4/22/2026,11:30 AM,4/22/2026,12:15 PM,,,,
A6,4/22/2026,12:15 PM,4/22/2026,1:00 PM,,,,
Break,4/22/2026,1:00 PM,4/22/2026,1:30 PM,,,,
A7,4/22/2026,1:30 PM,4/22/2026,2:15 PM,,,,
A8,4/22/2026,2:15 PM,4/22/2026,3:00 PM,,,,
B1,4/24/2026,8:10 AM,4/24/2026,8:55 AM,,,,
B2,4/24/2026,8:55 AM,4/24/2026,9:40 AM,,,,
Morning Meeting,4/24/2026,9:40 AM,4/24/2026,10:00 AM,,,,
B3,4/24/2026,10:00 AM,4/24/2026,10:45 AM,,,,
B4,4/24/2026,10:45 AM,4/24/2026,11:30 AM,,,,
B5,4/24/2026,11:30 AM,4/24/2026,12:15 PM,,,,
B6,4/24/2026,12:15 PM,4/24/2026,1:00 PM,,,,
Break,4/24/2026,1:00 PM,4/24/2026,1:30 PM,,,,
B7,4/24/2026,1:30 PM,4/24/2026,2:15 PM,,,,
B8,4/24/2026,2:15 PM,4/24/2026,3:00 PM,,,,
C1,4/27/2026,8:10 AM,4/27/2026,8:55 AM,,,,
C2,4/27/2026,8:55 AM,4/27/2026,9:40 AM,,,,
Advisory,4/27/2026,9:40 AM,4/27/2026,10:00 AM,,,,
C3,4/27/2026,10:00 AM,4/27/2026,10:45 AM,,,,
C4,4/27/2026,10:45 AM,4/27/2026,11:30 AM,,,,
C5,4/27/2026,11:30 AM,4/27/2026,12:15 PM,,,,
C6,4/27/2026,12:15 PM,4/27/2026,1:00 PM,,,,
Break,4/27/2026,1:00 PM,4/27/2026,1:30 PM,,,,
C7,4/27/2026,1:30 PM,4/27/2026,2:15 PM,,,,
C8,4/27/2026,2:15 PM,4/27/2026,3:00 PM,,,,
D1,4/28/2026,8:40 AM,4/28/2026,9:25 AM,,,,
D2,4/28/2026,9:25 AM,4/28/2026,10:10 AM,,,,
Break,4/28/2026,10:10 AM,4/28/2026,10:30 AM,,,,
D3,4/28/2026,10:30 AM,4/28/2026,11:15 AM,,,,
D4,4/28/2026,11:15 AM,4/28/2026,12:00 PM,,,,
D5,4/28/2026,12:00 PM,4/28/2026,12:45 PM,,,,
D6,4/28/2026,12:45 PM,4/28/2026,1:30 PM,,,,
D7,4/28/2026,1:30 PM,4/28/2026,2:15 PM,,,,
D8,4/28/2026,2:15 PM,4/28/2026,3:00 PM,,,,
E1,4/29/2026,8:10 AM,4/29/2026,8:55 AM,,,,
E2,4/29/2026,8:55 AM,4/29/2026,9:40 AM,,,,
Morning Meeting,4/29/2026,9:40 AM,4/29/2026,10:00 AM,,,,
E3,4/29/2026,10:00 AM,4/29/2026,10:45 AM,,,,
E4,4/29/2026,10:45 AM,4/29/2026,11:30 AM,,,,
E5,4/29/2026,11:30 AM,4/29/2026,12:15 PM,,,,
E6,4/29/2026,12:15 PM,4/29/2026,1:00 PM,,,,
Break,4/29/2026,1:00 PM,4/29/2026,1:30 PM,,,,
E7,4/29/2026,1:30 PM,4/29/2026,2:15 PM,,,,
E8,4/29/2026,2:15 PM,4/29/2026,3:00 PM,,,,
F1,4/30/2026,8:10 AM,4/30/2026,8:55 AM,,,,
F2,4/30/2026,8:55 AM,4/30/2026,9:40 AM,,,,
Advisory,4/30/2026,9:40 AM,4/30/2026,10:00 AM,,,,
F3,4/30/2026,10:00 AM,4/30/2026,10:45 AM,,,,
F4,4/30/2026,10:45 AM,4/30/2026,11:30 AM,,,,
F5,4/30/2026,11:30 AM,4/30/2026,12:15 PM,,,,
F6,4/30/2026,12:15 PM,4/30/2026,1:00 PM,,,,
ASM,4/30/2026,1:00 PM,4/30/2026,1:45 PM,,Vox/Choir Performance,,
F7,4/30/2026,1:45 PM,4/30/2026,2:30 PM,,,,
F8,4/30/2026,2:30 PM,4/30/2026,3:15 PM,,,,
G1,5/1/2026,8:40 AM,5/1/2026,9:25 AM,,,,
G2,5/1/2026,9:25 AM,5/1/2026,10:10 AM,,,,
Morning Meeting,5/1/2026,10:10 AM,5/1/2026,10:30 AM,,,,
G3,5/1/2026,10:30 AM,5/1/2026,11:15 AM,,,,
G4,5/1/2026,11:15 AM,5/1/2026,12:00 PM,,,,
G5,5/1/2026,12:00 PM,5/1/2026,12:45 PM,,,,
G6,5/1/2026,12:45 PM,5/1/2026,1:30 PM,,,,
A1,5/4/2026,8:10 AM,5/4/2026,8:55 AM,,,,
A2,5/4/2026,8:55 AM,5/4/2026,9:40 AM,,,,
Advisory,5/4/2026,9:40 AM,5/4/2026,10:00 AM,,,,
A3,5/4/2026,10:00 AM,5/4/2026,10:45 AM,,,,
A4,5/4/2026,10:45 AM,5/4/2026,11:30 AM,,,,
A5,5/4/2026,11:30 AM,5/4/2026,12:15 PM,,,,
A6,5/4/2026,12:15 PM,5/4/2026,1:00 PM,,,,
Break,5/4/2026,1:00 PM,5/4/2026,1:30 PM,,,,
A7,5/4/2026,1:30 PM,5/4/2026,2:15 PM,,,,
A8,5/4/2026,2:15 PM,5/4/2026,3:00 PM,,,,
B1,5/5/2026,8:10 AM,5/5/2026,8:55 AM,,,,
B2,5/5/2026,8:55 AM,5/5/2026,9:40 AM,,,,
Break,5/5/2026,9:40 AM,5/5/2026,10:00 AM,,,,
B3,5/5/2026,10:00 AM,5/5/2026,10:45 AM,,,,
B4,5/5/2026,10:45 AM,5/5/2026,11:30 AM,,,,
B5,5/5/2026,11:30 AM,5/5/2026,12:15 PM,,,,
B6,5/5/2026,12:15 PM,5/5/2026,1:00 PM,,,,
B7,5/5/2026,1:00 PM,5/5/2026,1:45 PM,,,,
B8,5/5/2026,1:45 PM,5/5/2026,2:30 PM,,,,
C1,5/6/2026,8:10 AM,5/6/2026,8:55 AM,,,,
C2,5/6/2026,8:55 AM,5/6/2026,9:40 AM,,,,
Morning Meeting,5/6/2026,9:40 AM,5/6/2026,10:00 AM,,,,
C3,5/6/2026,10:00 AM,5/6/2026,10:45 AM,,,,
C4,5/6/2026,10:45 AM,5/6/2026,11:30 AM,,,,
C5,5/6/2026,11:30 AM,5/6/2026,12:15 PM,,,,
C6,5/6/2026,12:15 PM,5/6/2026,1:00 PM,,,,
Break,5/6/2026,1:00 PM,5/6/2026,1:30 PM,,,,
C7,5/6/2026,1:30 PM,5/6/2026,2:15 PM,,,,
C8,5/6/2026,2:15 PM,5/6/2026,3:00 PM,,,,
D1,5/7/2026,8:40 AM,5/7/2026,9:25 AM,,,,
D2,5/7/2026,9:25 AM,5/7/2026,10:10 AM,,,,
Advisory,5/7/2026,10:10 AM,5/7/2026,10:30 AM,,,,
D3,5/7/2026,10:30 AM,5/7/2026,11:15 AM,,,,
D4,5/7/2026,11:15 AM,5/7/2026,12:00 PM,,,,
D5,5/7/2026,12:00 PM,5/7/2026,12:45 PM,,,,
D6,5/7/2026,12:45 PM,5/7/2026,1:30 PM,,,,
D7,5/7/2026,1:30 PM,5/7/2026,2:15 PM,,,,
D8,5/7/2026,2:15 PM,5/7/2026,3:00 PM,,,,
E1,5/8/2026,8:10 AM,5/8/2026,8:55 AM,,,,
E2,5/8/2026,8:55 AM,5/8/2026,9:40 AM,,,,
Morning Meeting,5/8/2026,9:40 AM,5/8/2026,10:00 AM,,,,
E3,5/8/2026,10:00 AM,5/8/2026,10:45 AM,,,,
E4,5/8/2026,10:45 AM,5/8/2026,11:30 AM,,,,
E5,5/8/2026,11:30 AM,5/8/2026,12:15 PM,,,,
E6,5/8/2026,12:15 PM,5/8/2026,1:00 PM,,,,
Break,5/8/2026,1:00 PM,5/8/2026,1:30 PM,,,,
E7,5/8/2026,1:30 PM,5/8/2026,2:15 PM,,,,
E8,5/8/2026,2:15 PM,5/8/2026,3:00 PM,,,,
F1,5/11/2026,8:10 AM,5/11/2026,8:55 AM,,,,
F2,5/11/2026,8:55 AM,5/11/2026,9:40 AM,,,,
Advisory,5/11/2026,9:40 AM,5/11/2026,10:00 AM,,,,
F3,5/11/2026,10:00 AM,5/11/2026,10:45 AM,,,,
F4,5/11/2026,10:45 AM,5/11/2026,11:30 AM,,,,
F5,5/11/2026,11:30 AM,5/11/2026,12:15 PM,,,,
F6,5/11/2026,12:15 PM,5/11/2026,1:00 PM,,,,
ASM,5/11/2026,1:00 PM,5/11/2026,1:45 PM,,Global Capstone Presentations,,
F7,5/11/2026,1:45 PM,5/11/2026,2:30 PM,,,,
F8,5/11/2026,2:30 PM,5/11/2026,3:15 PM,,,,
G1,5/12/2026,8:40 AM,5/12/2026,9:25 AM,,,,
G2,5/12/2026,9:25 AM,5/12/2026,10:10 AM,,,,
Break,5/12/2026,10:10 AM,5/12/2026,10:30 AM,,,,
G3,5/12/2026,10:30 AM,5/12/2026,11:15 AM,,,,
G4,5/12/2026,11:15 AM,5/12/2026,12:00 PM,,,,
G5,5/12/2026,12:00 PM,5/12/2026,12:45 PM,,,,
G6,5/12/2026,12:45 PM,5/12/2026,1:30 PM,,,,
B1,5/13/2026,8:10 AM,5/13/2026,8:55 AM,,,,
B2,5/13/2026,8:55 AM,5/13/2026,9:40 AM,,,,
Morning Meeting,5/13/2026,9:40 AM,5/13/2026,10:00 AM,,,,
B3,5/13/2026,10:00 AM,5/13/2026,10:45 AM,,,,
B4,5/13/2026,10:45 AM,5/13/2026,11:30 AM,,,,
B5,5/13/2026,11:30 AM,5/13/2026,12:15 PM,,,,
B6,5/13/2026,12:15 PM,5/13/2026,1:00 PM,,,,
Break,5/13/2026,1:00 PM,5/13/2026,1:30 PM,,,,
B7,5/13/2026,1:30 PM,5/13/2026,2:15 PM,,,,
B8,5/13/2026,2:15 PM,5/13/2026,3:00 PM,,,,
C1,5/14/2026,8:10 AM,5/14/2026,8:55 AM,,,,
C2,5/14/2026,8:55 AM,5/14/2026,9:40 AM,,,,
Advisory,5/14/2026,9:40 AM,5/14/2026,10:00 AM,,,,
C3,5/14/2026,10:00 AM,5/14/2026,10:45 AM,,,,
C4,5/14/2026,10:45 AM,5/14/2026,11:30 AM,,,,
C5,5/14/2026,11:30 AM,5/14/2026,12:15 PM,,,,
C6,5/14/2026,12:15 PM,5/14/2026,1:00 PM,,,,
Break,5/14/2026,1:00 PM,5/14/2026,1:30 PM,,,,
C7,5/14/2026,1:30 PM,5/14/2026,2:15 PM,,,,
C8,5/14/2026,2:15 PM,5/14/2026,3:00 PM,,,,
D1,5/15/2026,8:40 AM,5/15/2026,9:25 AM,,,,
D2,5/15/2026,9:25 AM,5/15/2026,10:10 AM,,,,
Morning Meeting,5/15/2026,10:10 AM,5/15/2026,10:30 AM,,,,
D3,5/15/2026,10:30 AM,5/15/2026,11:15 AM,,,,
D4,5/15/2026,11:15 AM,5/15/2026,12:00 PM,,,,
D5,5/15/2026,12:00 PM,5/15/2026,12:45 PM,,,,
D6,5/15/2026,12:45 PM,5/15/2026,1:30 PM,,,,
D7,5/15/2026,1:30 PM,5/15/2026,2:15 PM,,,,
D8,5/15/2026,2:15 PM,5/15/2026,3:00 PM,,,,
E1,5/18/2026,8:10 AM,5/18/2026,8:55 AM,,,,
E2,5/18/2026,8:55 AM,5/18/2026,9:40 AM,,,,
Advisory,5/18/2026,9:40 AM,5/18/2026,10:00 AM,,,,
E3,5/18/2026,10:00 AM,5/18/2026,10:45 AM,,,,
E4,5/18/2026,10:45 AM,5/18/2026,11:30 AM,,,,
E5,5/18/2026,11:30 AM,5/18/2026,12:15 PM,,,,
E6,5/18/2026,12:15 PM,5/18/2026,1:00 PM,,,,
Break,5/18/2026,1:00 PM,5/18/2026,1:30 PM,,,,
E7,5/18/2026,1:30 PM,5/18/2026,2:15 PM,,,,
E8,5/18/2026,2:15 PM,5/18/2026,3:00 PM,,,,
F1,5/19/2026,8:10 AM,5/19/2026,8:50 AM,,,,
F2,5/19/2026,8:50 AM,5/19/2026,9:30 AM,,,,
F3,5/19/2026,9:30 AM,5/19/2026,10:10 AM,,,,
F4,5/19/2026,10:10 AM,5/19/2026,10:50 AM,,,,
F5,5/19/2026,10:50 AM,5/19/2026,11:30 AM,,,,
F6,5/19/2026,11:30 AM,5/19/2026,12:10 PM,,,,
F7,5/19/2026,1:40 PM,5/19/2026,2:20 PM,,,,
F8,5/19/2026,2:20 PM,5/19/2026,3:00 PM,,,,
G1,5/20/2026,8:40 AM,5/20/2026,9:25 AM,,,,
G2,5/20/2026,9:25 AM,5/20/2026,10:10 AM,,,,
Morning Meeting,5/20/2026,10:10 AM,5/20/2026,10:30 AM,,,,
G3,5/20/2026,10:30 AM,5/20/2026,11:15 AM,,,,
G4,5/20/2026,11:15 AM,5/20/2026,12:00 PM,,,,
G5,5/20/2026,12:00 PM,5/20/2026,12:45 PM,,,,
G6,5/20/2026,12:45 PM,5/20/2026,1:30 PM,,,,
Exam - A7,5/21/2026,8:30 AM,5/21/2026,10:30 AM,,,,
Exam - A3,5/21/2026,1:00 PM,5/21/2026,3:00 PM,,,,
Exam - A8,5/22/2026,8:30 AM,5/22/2026,10:30 AM,,,,
Exam - A6,5/22/2026,1:00 PM,5/22/2026,3:00 PM,,,,
Exam - A4,5/26/2026,8:30 AM,5/26/2026,10:30 AM,,,,
Exam - A1,5/26/2026,1:00 PM,5/26/2026,3:00 PM,,,,
Exam - A2,5/27/2026,8:30 AM,5/27/2026,10:30 AM,,,,
Exam - A5,5/27/2026,1:00 PM,5/27/2026,3:00 PM,,,,
